id,name,category,address,latitude,longitude,description,tags,url,phone,email,logo,linkedin,twitter,youtube,facebook,year
30,"Çamtepe Ekolojik Yaşam Eğitim, Araştırma, Uygulama ve Gösterim Merkezi",Alternatif Okul & Eğitim,"Ayvacık, Küçükkuyu Yolu, 17980, Çanakkale, Türkiye",39.548562252098726,26.611398429391443,"Bütünüyle ekolojik prensiplere uygun şekilde inşa edilmiş olan Çamtepe Ekolojik Yaşam Eğitim, Araştırma, Uygulama ve Gösterim Merkezi, bir müze olmaktan çok, içinde sürülen yaşamla, doğa ile barışık, kendi içinde yeterli, döngüleri tamamlanan bir yaşamın mümkün olduğunu göstermeyi amaçlamaktadır.","ekolojik, eğitim",http://www.ekoharita.com/project/camtepe-ekolojik-yasam-egitim-arastirma-uygulama-ve-gosterim-merkezi/,0537 664 87 21,info@camtepe.org,https://d12oh4b377r949.cloudfront.net/places/74f83322-1c9e-4355-a325-6c9d0c79d5b1/af069bee-fc62-4da7-a15d-d4ed5ffa0218_logo,"","","",http://www.ekoharita.com/project/camtepe-ekolojik-yasam-egitim-arastirma-uygulama-ve-gosterim-merkezi/,2010
31,Zeytinburnu Organik Pazarı,Ekolojik Pazar & Gıda Topluluğu,"Emayelimescit Sk No:45 Merkezefendi Mahallesi, 34015 Zeytinburnu",41.016169655114,28.9200633841308,"Zeytinburnu Organik Pazarı, her cumartesi saat 08:00 – 19:00 arasında Zeytinburnu Belediyesi ve ORYAD (Organik Yaşam Derneği) işbirliğinde hizmet veriyor.","ekolojik, ekolojik pazar, organik, gıda, oryad",http://www.ekoharita.com/project/zeytinburnu-organik-pazari/,0542 679 23 10,info@oryad.org.tr,"","","","",https://www.facebook.com/groups/244059508961426/?fref=ts,2015
32,Belentepe Permakültür Uygulama ve Doğal Yaşam Çİftliği,Ekolojik Yerleşke,"Osmangazi, Mürseller Köyü İç Yolu, 16370, Bursa, Türkiye",40.0955445,29.025541900000007,"Sürdürülebilir yaşamın hayal olmadığını kanıtlamak üzere yola çıktık. Doğayı bozmayan, daha da geliştiren, güzelleştiren bir yaşam sistemini hayata geçiriyoruz.
Kendi enerjisini doğal ve temiz kaynaklardan üreten, kendi gıdasını doğal yollardan üreten, permakültür prensiplerine göre tarım ve hayvancılık yapan, doğal yapı malzemeleri kullanılan, sürdürülebilir bir yaşam alanı oluşturuyoruz.
Bilgi ve tecrübelerimizi paylaşmak ve yardımlaşmak için çeşitli çalışmalar, aktiviteler gerçekleştiriyoruz.","permakültür, ziyaret, temiz enerji, kamp, gezi, eğitim",http://www.ekoharita.com/project/belentepe-permakultur-uygulama-ve-dogal-yasam-ciftligi/,0532 614 99 43,"",https://d12oh4b377r949.cloudfront.net/places/7c951ad6-3a38-415d-9d04-f3349d1f408f/5bb55f0c-da15-4526-b8fc-1857cb33e7b2_logo,"","",http://www.ekoharita.com/project/belentepe-permakultur-uygulama-ve-dogal-yasam-ciftligi/,http://www.ekoharita.com/project/belentepe-permakultur-uygulama-ve-dogal-yasam-ciftligi/,2015
33,Kızıltepe Permakültür Çiftliği,Ekolojik Yerleşke,"Çavuşlu Köyü İç Yolu, 17720 Çavuşlu Köyü/Bayramiç/Çanakkale, Türkiye",39.769762926893726,26.72876652275386,"Kızıltepe Permakültür Çiftliği, toprağı onarmak, sağlıklı ve besleyici gıda yetiştirmek, ahenkli topluluklar oluşturmak, bilgi ve deneyimleri yoluyla sürdürülebilir ve onarıcı üretimi köylüler için mümkün kılmak, kırsala gelmeyi ya da şehirde üretim yapmayı hayal eden kentlilere fırsatlar yaratmak amacıyla iki genç permakültür aktivisti tarafından kurulmuştur.","bitki, doğa, eğitim, kurs, permakültür, toprak, ziyaret, çiftlik",http://www.ekoharita.com/project/kiziltepe-permakultur-ciftligi/,"",bilgi@kiziltepepermakultur.com,https://d12oh4b377r949.cloudfront.net/places/7f8349c5-df82-493b-a467-7b8a170c15a6/c45776d3-6586-4216-af20-b81fd73ddb12_logo,"",http://www.ekoharita.com/project/kiziltepe-permakultur-ciftligi/,"",http://www.ekoharita.com/project/kiziltepe-permakultur-ciftligi/,2014
34,Refikler Çiftliği,Ekolojik Yerleşke,"Fethiye, 48300 Çenger, Muğla, Türkiye",36.780194268766266,29.11401124561769,"2 yıl önce Fethiye’ye 25 km. uzaklıkta, bir vadinin dağa doğru yamacında, orman içinde yerleşim birimlerinden uzak, 10 dönüm arazide Şifalı Bitkiler ve Doğal Tarım yapmak ve de kolektif bir yaşam tasavvurunu gerçekleştirmek üzere yola çıkmıştır.","komün, orman, organik, topluluk, doğal tarım, ziyaret",http://www.ekoharita.com/project/refikler-ciftligi/,"","",https://d12oh4b377r949.cloudfront.net/places/93a97518-29bc-42c1-b99c-d38ec5a7d5d8/5b4c08e4-8a07-48d5-ade2-8c1a354db51e_logo,"","","",http://www.ekoharita.com/project/refikler-ciftligi/,2015
35,ÇEKÜL,STK,"ÇEKÜL Vakfı, Beyoğlu, Ekrem Tur Sokak, İstanbul, Türkiye",41.035551,28.977802999999994,"Geçmişten Bugüne, Bugünden Geleceğe Uzanmak

""Kamuoyu duyarlılığını güçlendirerek, kaybolmaya yüz tutmuş geleneksel değerlere ve kimliklere sahip çıkılmasını sağlamak… Bu varlıkları özgün niteliğine dokunmadan, benzersiz kimliğini bozmadan ortaya çıkarmak, korumak, iyileştirmek, çağdaş bir anlayışla işlevlendirmek ve yaşatmak… Bir miras, bir belge olarak geleceğe aktarmak…”  Prof. Dr. Metin Sözen, ÇEKÜL Vakfı Başkanı

ÇEKÜL ülkemizin doğal, tarihsel ve kültürel varlıklarını korumak amacıyla 1990 yılında vakıf statüsünde kuruldu. Kuruluşundan itibaren doğa-kültür-insan arasındaki yaşamsal uyumun savunucusu olan ÇEKÜL, “Doğa ve Kültürle Varız” sloganıyla yaşama geçirdiği proje ve programlarla, en küçük yerleşmeden ülke bütüne açılan bir yaklaşımı benimsedi.

Kültürel dokunun korunarak geleceğe aktarılması amacıyla, koruma amaçlı kent planları hazırlanmasını, kentlerin eski mahallelerinde sağlıklaştırma çalışmaları, geleneksel evlerde cephe düzenlemesi yapılmasını, tarihi yapıların, çarşıların onarılmasını, kent meydanlarının yeniden düzenlenmesini sağladı.

Ülkenin dört bir köşesindeki küçüklü büyüklü kentte, koruma hareketini koruma seferberliğine dönüştürerek tarihi dokunun çağdaş kentle ilişkilendirilmesine, kentlere kültür öncelikli bir gelecek vizyonu kazandırılmasına öncülük etti. 

Doğal doku kaybolmaya başladığında insanın yaşam alanının da tükendiği, kültürel mirasını da yitirmeye başladığı bilinciyle hareket ederek, toprağı, yeşili korumak ve çoğaltmak için İstanbul’da başladığı ağaçlandırma çalışmalarını Anadolu’nun her karışına yaydı.

Anadolu kentlerinin yerel yöneticilerinin, üniversitelerin, sivil toplum kuruluşlarının, girişimcilerinin ve halkının, kendi kentlerinin benzersiz doğal ve kültürel birikiminin farkına varmaları ve bu değerli birikime sahip çıkmaları için yol göstericilik yaptı; hâlâ da yapıyor.","Çevre ve Kültür Değerlerini Koruma ve Tanıtma Vakfı, kütüphane, kültür envanteri, kültür mirası, doğa, vakıf",http://www.ekoharita.com/project/cekul-vakfi/,0212 249 64 64,cekul@cekulvakfi.org.tr,https://d12oh4b377r949.cloudfront.net/places/9fe3f7a7-24d4-4c65-aac3-2155e523e384/0747de37-e964-44d7-a29b-577c5e2efc79_logo,http://www.ekoharita.com/project/cekul-vakfi/,http://www.ekoharita.com/project/cekul-vakfi/,http://www.ekoharita.com/project/cekul-vakfi/,http://www.ekoharita.com/project/cekul-vakfi/,1990
36,Meraklı Kedi İlkokulu,Alternatif Okul & Eğitim,"İncek Mahallesi, Gölbaşı, İncek Yolu, 06830 Ankara, Türkiye",39.80115412506979,32.695056628558405,"Ankara Başka Bir Okul Mümkün (BBOM) Kooperatifi

Mevcut eğitim sistemi içinde farklılık yaratmak isteyen aileler, eğitimciler ve gönüllüler olarak, 2009 yılında bir araya geldik. ‘Başka Bir Okul Mümkün!’ diyerek, bir dernek çatısı altında yaşadığımız coğrafyaya özgü bir çözüm arayışına girdik.
Hayalimiz

“Çocuk Hakları Sözleşme’sinde belirlenen hakları hayata geçiren, çocukların kendilerini gerçekleştirmelerini sağlayan, katılımcı demokrasiyle yönetilen, ekolojik dengeye saygılı ve ticari kar amacı gütmeyen okullar kurmak; bu eğitim anlayışının yaygınlaştırılması ve benzer başka okulların hayata geçmesi için model teşkil etmek.”","kooperatif, eğitim, ekolojik yaşam, alternatif eğitim",http://www.ekoharita.com/project/merakli-kedi-ilkokulu/,0533 560 61 04,info@bbomankara.org,https://d12oh4b377r949.cloudfront.net/places/aa0ac4b0-a289-4b6b-b699-c41b099f33ff/b3caa351-a633-4c63-ae01-5f684193a100_logo,"",http://www.ekoharita.com/project/merakli-kedi-ilkokulu/,"",http://www.ekoharita.com/project/merakli-kedi-ilkokulu/,2013
37,Aziz Nesin Matematik Köyü,STK,"Selçuk, Şirince Köyü, İzmir, Türkiye",37.944101,27.43162499999994,"Matematik Köyü, yoğun talebe dayanamayarak kuruluşundan bir yıl sonra kapılarını ilkokuldan lise ve üniversiteye kadar her seviyede öğrenciye açmıştır.
Amacı araştırmacıların ilgi alanına giren (dolayısıyla araştırmaya yönelik) matematiği öğrencilere tanıtmaktır. Eğitmenler ülkenin ve dünyanın dört bir yanından Köyümüze gönüllü gelen akademisyenlerdir.
Matematik Köyü kâr amacı gütmez. Yegâne amacı,gençlere matematiği öğretmektir.","Şirince, eğitim, taş bina, doğa, ağaç, bitki, açık hava derslikleri, ziyaret",http://www.ekoharita.com/project/aziz-nesin-matematik-koyu/,0533 207 12 04,mnsan@nesinvakfi.org,https://d12oh4b377r949.cloudfront.net/places/aa362865-ca88-4e9e-b0d9-82e1599653ac/d3c2c436-d1cc-494e-9fff-fe6dc0bb1635_logo,"",http://www.ekoharita.com/project/aziz-nesin-matematik-koyu/,"",http://www.ekoharita.com/project/aziz-nesin-matematik-koyu/,2015
38,Anadolu Meraları,Çiftlik & Eko-Girişim,"Biga, Şakirbey Köyü, Çanakkale, Türkiye",40.26050757168199,27.251516835937537,"Ormanevi Kolektifi’yle ve Ormanevi Kırsalda Sürdürülebilir Gelecek Derneği’yle çok yakın bir işbirliği içinde olan Anadolu Meraları‘nın amacı, ekosistemleri ve kırsal yaşamı onarıcı anlayış ve uygulamaların başta Anadolu olmak üzere, Mezopotamya ve Balkanlar’da yaygınlaşmasını sağlamaktır.","onarıcı, bitki, kırsala dönüş, ekosistem, kurs, ziyaret, toprak, mera",http://www.ekoharita.com/project/anadolu-meralari/,"",bilgi@anadolumera.com,"","",http://www.ekoharita.com/project/anadolu-meralari/,http://www.ekoharita.com/project/anadolu-meralari/,http://www.ekoharita.com/project/anadolu-meralari/,2015
39,Tangala Keçi Çiftliği,Çiftlik & Eko-Girişim,"Fethiye, 48850 Yakaköy, Muğla, Türkiye",36.57095141008786,29.442557452099663,"Muğla'nın Fethiye bölgesindeki Ak dağların eteğinde, 750 metre rakımda 2013 yılında kuruldu. Çeşitli sürdürülebilir ve kırsal yaşam projelerine ev sahipliği yapacak olan bu çiftliğin kuruluş amacı tamamen doğal ortamlarında, dağlık arazide beslenen keçilerin sütünden yerel ve dünya peynirlerini üretmektir.","peynir, keçi, kırsal yaşam, eğitim, topluluk, ziyaret, çiftlik",http://www.ekoharita.com/project/tangala-keci-ciftligi/,"","",https://d12oh4b377r949.cloudfront.net/places/c11b4e83-fc18-497c-840f-75ddbc76097f/222da04b-01d0-4a0a-9ef9-a03163d1a230_logo,"","","",http://www.ekoharita.com/project/tangala-keci-ciftligi/,2013
40,Meyvelitepe,Ekolojik Yerleşke,"Arif Hoca, Karamürsel, 41500 Kocaeli, Türkiye",40.71093487480817,29.614273224658177,"Bir kadın, bir erkek ve bir köpek, bildik çarklarda, büyük şehrin yaşam kaygıları, temposu, hay huyu içinde kaybolmuşken, şehri terkedip, güzel ve bereketli bir toprakta kendimizce ve kendimize yeten, sakin, huzurlu, toprağın ve bitkilerin arasında yaşayabileceğimiz bir düzeni hazırlamak için yola çıkmıştık. Şimdiyse sonu gelmez merakımız bizi beklentilerimizin çok ötesine taşıyor ve doğa öğretiyor, değiştiriyor.","doğal tarım, organik bahçecilik, permakültür",http://www.ekoharita.com/project/meyvelitepe/,"",meyvelitepe@gmail.com,"","",http://www.ekoharita.com/project/meyvelitepe/,"",http://www.ekoharita.com/project/meyvelitepe/,2015
41,Beylikdüzü Ekolojik Pazarı,Ekolojik Pazar & Gıda Topluluğu,"İSKİ Tesvi Mrk., Saadetdere, Esenyurt, 34513 İstanbul, Türkiye",41.0043459,28.694470499999966,Beylikdüzü %100 ekolojik pazarı her Cumartesi 9:00 – 18:00 arası “Beylikdüzü Çarşamba Pazarı” olarak anılan kapalı pazar alanında kuruluyor.,"gıda, ekolojik pazar, organik, buğday derneği, beylikdüzü, ekolojik",http://www.ekoharita.com/project/beylikduzu-ekolojik-pazari/,+90 (216) 349 99 33,"",https://d12oh4b377r949.cloudfront.net/places/cea9a479-78b5-42a0-814e-8cc5c7f4e7da/77f9f485-84c2-447b-9d94-6d045fccc20a_logo,"","","",https://www.facebook.com/groups/114674690694/?fref=ts,2015
42,Yeryüzü Derneği Gıda Toplulukları - Kadıköy / Taksim / Küçükyalı / Merter,Ekolojik Pazar & Gıda Topluluğu,Söğütlüçeşme Cad. No:196 Kat:3 Kadıköy/İstanbul,40.99172203105309,29.032769766856404,"Kadıköy’de faaliyet gösteren Yeryüzü Derneği Kadıköy Tüketim Birliği, hem ilçe halkının doğal gıda tüketebilmesi,hem de yerel üreticilerin desteklenmesi için çalışmalar yürütüyor.Amaçları; temiz/doğal/etik gıdaya ulaşmak, küçük üreticiyi maddi/manevi desteklemek.
Genelde işlenmemiş, katma değeri olmayan, üreticiden doğrudan ulaştırılabilecek ürünler tercih ediliyor; süt ve et ürünleri, sebze/meyve, kuru yemiş, zeytin ve ürünleri, pekmez, bal, salça… Türkiye’nin hemen hemen her bölgesinden ürünler kargoyla tek bir noktaya geliyor ve buradan tüketicilere dağıtılıyor.","topluluk destekli tarım(tdt), güvenilir gıda, yeryüzü derneği, temiz gıda, doğal ürün",http://www.ekoharita.com/project/topluluk-destekli-tarim-projesi,0216 388 1173,tukbirkadikoy@yeryuzudernegi.org,https://d12oh4b377r949.cloudfront.net/places/d0ec9068-933c-45ac-a10d-cc3675637887/3c29a612-da6e-4034-9c70-4acfcd1a0168_logo,"","","",http://www.ekoharita.com/project/topluluk-destekli-tarim-projesi,2015
43,Ormanevi,Ekolojik Yerleşke,"Biga, Şakirbey Köyü, Çanakkale, Türkiye",40.24600211506062,27.245186603088428,"Ormanevi kolektifini; şehirli gençler kırsala dönmek istiyor!"" da diyebiliriz, ""Üçlü (ekolojik-ekonomik-toplumsal) krizin tam göbeğinde, başta kalkınmacılık olmak üzere tüm paradigmalarımızı baştan kurgulamak, ve bunu yaparken de kırsal yaşam politikalarımızda şenlikle gülümseyen bi' müthiş baştan-kur yapmak ne güzel!"" diye de anlatabiliriz.","ekoloji, savory, bütüncül yönetim, kırsala dönüş",http://www.ekoharita.com/project/ormanevi/,"","",https://d12oh4b377r949.cloudfront.net/places/d49f8382-6f27-45d6-b0f6-a8636e446f96/4a360ae2-c633-4e76-96ba-04effa1e9fcd_logo,"",http://www.ekoharita.com/project/ormanevi/,"",http://www.ekoharita.com/project/ormanevi/,2014
44,Türkiye Permakültür Araştırma Enstitüsü,Ekolojik Yerleşke,"35860 Dağtekke Köyü/Torbalı/İzmir, Türkiye",38.247724,27.49674570000002,"Türkiye Permakültür Araştırma Enstitüsü, bir tasarım bilimi olan permakültürün Türkiye’de tanınması ve uygulamaların yaygınlaşması için çalışmak üzere kurulmuştur.","eğitim, ekoloji, ekolojik yaşam, kolektif, permakültür, topluluk, çiftlik, ziyaret",http://www.ekoharita.com/project/turkiye-permakultur-arastirma-enstitusu/,"",info@permacultureturkey.org,https://d12oh4b377r949.cloudfront.net/places/da26e95a-52c1-4f1f-8c80-386979e6ee6e/7298567b-7e36-4fd6-ad8f-523fb25cd3f7_logo,"",http://www.ekoharita.com/project/turkiye-permakultur-arastirma-enstitusu/,"",http://www.ekoharita.com/project/turkiye-permakultur-arastirma-enstitusu/,2009
45,Kocasinan Ekolojik Pazarı,Ekolojik Pazar & Gıda Topluluğu,"Ardıç Sk. No:3
Erciyesevler
38020 Kocasinan/Kayseri
Türkiye",38.73418679827876,35.519740041664136,"Pazarlara katılan üretici sayısının 46'ya,pazarda satışa sunulan ürün çeşidinin ise  40’a ulaştığı Kayseri'de,Kocasinan Ekolojik Pazarı, pazar günleri hizmet veriyor.","buğday derneği, ekolojik, ekolojik pazar, Kocasinan, doğal ürün, Kayseri",http://www.ekoharita.com/project/kocasinan-ekolojik-pazari/,+90 (216) 349 99 33,portal@bugday.org,https://d12oh4b377r949.cloudfront.net/places/db5ba5a3-4d5a-4004-a68d-2162c691c256/47548b16-31a9-4e5b-a324-17194c163efc_logo,"","","",https://www.facebook.com/groups/114674690694/?fref=ts,2015
46,Pastoral Vadi,EkoTurizm-Kamp,"Kocabük Mevki, Yanıklar Köyü, Fethiye",36.729959,29.06104700000003,"Fethiye'nin Yanıklar Köyünde çam ormanlarıyla çevrili bir vadinin ortasında, yanı başında bir dere
akan 42 dönüm büyüklüğündeki arazi üzerinde yer alıyor. Organik tarım, ekolojik yaşam ve tatil  olgularının  birlikte değerlendirildiği çiftliğimizde, ekolojik mimarî yaklaşımıyla tasarlanmış taş, ahşap ve kerpiç evlerde yılın 12 ayı konaklama olanağı bulunuyor. Pastoral Vadi, kent yaşamının ve teknolojinin getirdiği stres ve sıkıntıları  doğal, sakin ve huzurlu bir  ortamda unutmak isteyenler için ""köye dönüş"" tadında bir tatil çiftliği...","bahçe, bitki, ekolojik, organik, ziyaret, doğa, çiftlik, turistik",http://www.ekoharita.com/project/pastoral-vadi/,+90 252 633 6627,info@pastoralvadi.com,https://d12oh4b377r949.cloudfront.net/places/dcf55e7e-3fae-4a2d-8772-5648aa4b3b4f/42570d0e-81fb-4b19-a1e9-e68c68bc5b34_logo,"",http://www.ekoharita.com/project/pastoral-vadi/,"",http://www.ekoharita.com/project/pastoral-vadi/,2015
47,İmrahor Bostanı,Kent Bostanı,"Salacak Mahallesi, Üsküdar, Öğdül Sk., Türkiye",41.02173485019779,29.009748618732488,"Amacımız; kentselleşmenin geliştiği ve betonlaşmanın hızla büyüyerek devam ettiği günümüzde el ele vererek bir birliktelik sağlayıp çok nadir kalan toprak parçalarını savunmak,sessiz kalan halkın sesi olabilmek ve özgürce düşüncelerin paylaşılabildiği bir ortam oluşturabilmek.","kent bostanı, bostan, toprak",http://www.ekoharita.com/project/imrahor-bostani/,"","","","","","",http://www.ekoharita.com/project/imrahor-bostani/,2015
48,Permakültür Platformu,Bilgi Bankası & Blog,...,40.753107164058996,28.41497574755863,"Bilgi paylaştıkça çoğalır... Permakültürün özü olan dayanışma ve çeşitliliğe pratik bir anlam kazandırmak üzere, bir bilgi paylaşımı platformu oluşturmaya giriştik. Böylelikle Permakültür'ün olabildiğince geniş bir şekilde tanınacağını ve hareket kabiliyetinin artacağını umuyoruz.","permakültür, blog, ekolojik yaşam, doğal yaşam, tarım, toprak",http://www.ekoharita.com/project/permakultur-platformu/,"",info@permakulturplatformu.org,https://d12oh4b377r949.cloudfront.net/places/e3a5b2cd-6f22-4554-9bed-3f727f834cda/aef5a201-02b4-4ca1-a87f-d0583327f183_logo,"","","",http://www.ekoharita.com/project/permakultur-platformu/,2010
49,Jade Çiftliği,Çiftlik & Eko-Girişim,"Söğütlü, Maksudiye Köyü İç Yolu, 54160, Maksudiye, Sakarya, Türkiye",40.87235875400503,30.51853501321409,"Kendi tohumlarımızdan, doğal yöntemlerle, hiçbir kimyasal kullanılmadan yetiştirdiğimiz sebzelerimizi çiftliğimizden kendiniz toplayabilirsiniz. 2001 yılından beri organik sertifikalı üretim yapmaktayız.2013 yılında başlattığımız kutu projesi ile ürünlerimizi sizlere doğrudan ulaştırmayı hedefliyoruz.","sakarya, maksudiye, bostan, organik, organik tarım, üretim",http://www.ekoharita.com/project/jade-ciftligi/,"","","","","","",http://www.ekoharita.com/project/jade-ciftligi/,2001
50,Güneşköy Kooperatifi,Ekolojik Yerleşke,"Hisarköy Market, Yahşihan, Hisarköy Köyü, Kırıkkale, Türkiye",39.84016278201264,33.290782537017776,"Güneşköy Kooperatifi,kırsal kesimde sürdürülebilir yaşamı gerçekleştirmek üzere çalışmalar yapmak ve bunu yaymak amacını güder.","ekolojik tarım, yenilenebilir enerji, ekolojik mimari, topluluk destekli tarım",http://www.ekoharita.com/project/guneskoy-kooperatifi/,"","","","","","",http://www.ekoharita.com/project/guneskoy-kooperatifi/,2000
51,Tohumdan Sofraya,Ekolojik Pazar & Gıda Topluluğu,"Ayvacık, Adatepe Köyü, Çanakkale, Türkiye",39.55224177638367,26.613129867675752,"Tohumdan Sofraya, yerel üretici ile şehirli tüketici arasında köprü olmayı hedefleyen bir proje. Ilgın ile Serhat, mutfağına girdikleri, evlerinde, bahçelerinde misafir oldukları köylülerden topladığı mis gibi sebzeleri, meyveleri, el yapımı salçaları, reçelleri arabalarına doldurup 15 günde bir İstanbul’a geliyorlar. Kapı kapı dolaşıp, taze ve doğal gıdaya hasret kalan müşterilerine ulaştırıyorlar.","topluluk destekli tarım, temiz gıda, doğal ürün, yerel tohum, çanakkale, doğal tarım, ekoloji, güvenilir gıda",http://www.ekoharita.com/project/tohumdan-sofraya/,"",info@tohumdansofraya.com,https://d12oh4b377r949.cloudfront.net/places/ea41e540-7734-4a21-be99-5297c626671d/62dcc5e4-4a08-425f-ac82-2b6a395df541_logo,"",http://www.ekoharita.com/project/tohumdan-sofraya/,"",http://www.ekoharita.com/project/tohumdan-sofraya/,2015
52,Bayramiç Taş Değirmen,Çiftlik & Eko-Girişim,"Tepecik Sokak, 17700, Bayramiç, Çanakkale, Türkiye",39.80693302827534,26.61505474456635,"Yerel buğday çeşitlerinin yok olmasını önlemek için, yaklaşık beş yıldır yerel tohumları çoğaltıyoruz, çevremizdeki köylüleri de bu tohumları ekmeleri için teşvik ediyoruz.
Buğdaylar ile beraber Bayramiç susamı da ekiyoruz. Taş değirmenimizde nefis unlar ve tahinler yapıyoruz. Çeşitli sebze tohumlarını çoğaltıyor, bu tohumlardan çok lezzetli sebzeler yetiştirip, soslar salçalar yapıyoruz.
Amacımız yerelde bir ekonomi oluşturmak, yerel tohumların ve geleneksel üretimlerin devamını sağlamak.","geleneksel, üretim, buğday, susam, un, tahin, yerel tohum, taş değirmen",http://www.ekoharita.com/project/bayramic-tas-degirmen/,0286 773 61 88,"",https://d12oh4b377r949.cloudfront.net/places/eac839a7-a863-4e50-bed1-cedaa5ea9e20/012f2ade-e41d-45dc-889d-662524f927b3_logo,"","","",http://www.ekoharita.com/project/bayramic-tas-degirmen/,2015
53,Tiyatro Medresesi,Alternatif Okul & Eğitim,"Şirince Köyü, Selçuk, İzmir, Türkiye",37.9458054,27.432145200000036,"Biz, gelecek kuşaklara kalacak bir eser inşa etmek; mimari açıdan bir cehennemde yaşadığımız düşünülürse, çölün ortasında bir vaha yaratmak istiyoruz. Dünya çapında ses getirecek bir merkeze ev sahipliği yapacak mekânın da kendi başına bir anlamı ve güzelliği olmalı diye düşünüyoruz.Tiyatro Medresesi’nde sanatçıların ayrı çalışmalar yürütebileceği özel alanlar ve birbirleriyle karşılaşabilecekleri bir avlu bulunacak. İnziva halinde üretilenler, klasik medrese mimarisinin en önemli unsuru olan avluda, bu kendine özgü kamusal alanda, başkalarıyla paylaşılacak. Bu yolla Medrese’de bir yoğunlaşma ve bu yoğunlaşmaya derinlik katan bir ortak yaşam atmosferi oluşacağını umuyoruz.","şirince, eğitim kampları, yaratım, sanat, mimari doku, festival, buluşma, inziva",http://www.ekoharita.com/project/tiyatro-medresesi/,0531 696 41 09,tiyatromedresesi@gmail.com,https://d12oh4b377r949.cloudfront.net/places/eb2c3c1c-64e6-456f-9ad8-442ce0dedcc0/723ae554-6454-46cc-9044-8d32c5e91c07_logo,"",http://www.ekoharita.com/project/tiyatro-medresesi/,"",http://www.ekoharita.com/project/tiyatro-medresesi/,2015
54,Flora Akdeniz Bahçesi,Ekolojik Yerleşke,"Kemer, 07980 Ulupınar, Antalya, Türkiye",36.471801004923925,30.418433378204327,"Amacımız; biyolojik çeşitliliğin korunmasına katkıda bulunmak,insanın doğayla bağlarını onarması, güçlendirmesi ve doğada yaşamı deneyimlemesi için gereksindiği mekân, malzeme ve etkinliği sunmak,Akdeniz'e özgü doğal bitki örtüsünü ve bu iklimde yetişebilen egzotik kökenli bitki ve ağaçları görsel ve bilimsel amaçla sergilemek,doğal/sağlıklı yaşam alanındaki proje ve etkinliklere her türlü gönüllü katılımı sağlamak.","akdeniz, biyolojik çeşitlilik, bahçe, doğa, sağlıklı yaşam, bitki, toprak",http://www.ekoharita.com/project/flora-akdeniz-bahcesi/,0536 566 85 63,olymposflora@gmail.com,"","","","",http://www.ekoharita.com/project/flora-akdeniz-bahcesi/,2015
55,Zavot Ekomüze,Müze,"Kars Merkez, 36000 Boğatepe, Kars, Türkiye",40.80925265494585,42.892610548132325,"Geleneksel kaşar ve gravyer yapımının halen sürdüğü birkaç köyden biri olan Boğatepe köyü peynir kültürünü belgelemek, yaşatmak ve gelecek nesillere aktarmak için köyde eski bir mandırayı restore ederek müze haline getirdi ve yöresel peynir üretimine halen devam ediyor.","peynir, geleneksel, boğatepe, müze",http://www.ekoharita.com/project/zavot-ekomuze/,05325016213,koculupey@gmail.com,"","","","","",2015
56,Kadıköy Göztepe Organik Pazarı,Ekolojik Pazar & Gıda Topluluğu,"Özgürlük Parkı
Göztepe Mh.
Göztepe
34730 Kadıköy/İstanbul
Türkiye",40.979424996874364,29.055160711639473,"Kadıköy Organik Pazarı,her çarşamba saat 08:00 – 19:00 arasında Kadıköy Belediyesi ve OYAD (Organik Yaşam Derneği) işbirliğinde hizmet veriyor.","ekolojik pazar, ekolojik, organik, oryad",http://www.ekoharita.com/project/kadikoy-goztepe-organik-pazari/,0542 679 23 10,info@oryad.org.tr,"","","","","",2015
57,Bayramiç Yeniköy,Ekolojik Yerleşke,"Bayramiç, Muratlar Köyü İç Yolu, 17720, Çanakkale, Türkiye",39.95827071601147,26.79492430950927,"Bayramiç Yeniköy grubu , Permakültür felsefesini gözeterek tasarım yapan ve uygulayan, Yerel tohumlarımıza sahip çıkarak, doğal tarım uygulamaları yapan, öğrendiklerini, ürettiklerini paylaşarak, kendi kendine yeten bir köy kurma girişimidir.","organik, permakültür, doğal mimari, eğitim, ziyaret, topluluk destekli tarım, ekolojik yaşam ve tohum derneği",http://www.ekoharita.com/project/bayramic-yenikoy/,0532 677 4107,mustafaalperulgen@hotmail.com,https://d12oh4b377r949.cloudfront.net/places/efb89db1-5cae-4bfb-8eac-f03519d40146/fbb03def-3e2d-4c94-84d2-309a6997bae5_logo,"","","",http://www.ekoharita.com/project/bayramic-yenikoy/,2009
